holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
None,277.42,0.00,0.00,16,Clear,sky is clear,2015-10-10 05:00:00,1240
None,276.21,5.62,0.00,76,Rain,light rain,2015-10-10 06:00:00,977
None,281.15,0.00,0.00,66,Clouds,broken clouds,2015-10-10 07:00:00,1711
None,280.59,0.00,0.00,80,Clouds,scattered clouds,2015-10-10 08:00:00,1476
None,278.95,0.00,0.00,16,Clear,sky is clear,2015-10-10 09:00:00,2121
None,283.09,0.00,0.29,72,Snow,light snow,2015-10-10 10:00:00,1669
None,282.39,0.00,0.00,72,Clouds,scattered clouds,2015-10-10 11:00:00,2454
None,281.92,0.00,0.00,56,Clouds,broken clouds,2015-10-10 12:00:00,2356
None,286.57,0.00,0.00,15,Clear,sky is clear,2015-10-10 13:00:00,2411
None,281.94,0.00,0.00,91,Clouds,scattered clouds,2015-10-10 14:00:00,2446
None,282.86,0.00,0.00,3,Clear,sky is clear,2015-10-10 15:00:00,2631
None,286.49,0.00,0.00,49,Clouds,scattered clouds,2015-10-10 16:00:00,2214
None,285.46,0.00,0.00,81,Clouds,broken clouds,2015-10-10 17:00:00,2000
None,285.37,0.00,0.00,5,Clear,sky is clear,2015-10-10 18:00:00,1231
None,282.22,0.00,0.00,35,Haze,haze,2015-10-10 19:00:00,1596
None,281.93,0.00,0.00,46,Clouds,broken clouds,2015-10-10 20:00:00,895
None,280.17,0.00,0.00,19,Clear,sky is clear,2015-10-10 21:00:00,1096
None,278.28,0.00,3.47,87,Snow,heavy snow,2015-10-10 22:00:00,666
None,279.97,3.67,0.00,60,Rain,light rain,2015-10-10 23:00:00,856
None,279.37,0.00,2.59,72,Snow,heavy snow,2015-10-11 00:00:00,848
None,274.59,0.00,0.00,10,Clear,sky is clear,2015-10-11 01:00:00,447
None,278.19,7.62,0.00,88,Rain,light rain,2015-10-11 02:00:00,1099
None,278.13,0.00,0.00,60,Clouds,broken clouds,2015-10-11 03:00:00,983
None,272.39,0.00,0.00,71,Clouds,scattered clouds,2015-10-11 04:00:00,706
None,277.90,0.00,0.00,18,Clear,sky is clear,2015-10-11 05:00:00,1107
None,278.57,0.00,0.00,13,Clear,sky is clear,2015-10-11 06:00:00,1026
None,276.54,0.00,3.46,85,Snow,light snow,2015-10-11 07:00:00,956
None,279.30,0.00,0.00,10,Clear,sky is clear,2015-10-11 08:00:00,1454
None,280.34,0.00,0.00,56,Clouds,scattered clouds,2015-10-11 09:00:00,2149
None,284.35,0.00,0.00,40,Clouds,scattered clouds,2015-10-11 10:00:00,2244
None,282.66,0.00,0.00,81,Clouds,broken clouds,2015-10-11 11:00:00,2459
None,284.72,0.00,4.43,56,Snow,heavy snow,2015-10-11 12:00:00,1731
None,283.78,0.00,0.00,71,Clouds,broken clouds,2015-10-11 13:00:00,1969
None,283.23,0.00,0.00,97,Clouds,scattered clouds,2015-10-11 14:00:00,2704
None,283.67,0.00,0.00,1,Clear,sky is clear,2015-10-11 15:00:00,2171
None,285.48,0.00,0.00,6,Clear,sky is clear,2015-10-11 16:00:00,1822
None,286.71,0.00,0.00,10,Clear,sky is clear,2015-10-11 17:00:00,1907
None,281.85,0.00,0.00,2,Clear,sky is clear,2015-10-11 18:00:00,1387
None,281.44,0.00,0.00,15,Clear,sky is clear,2015-10-11 19:00:00,1463
None,281.92,0.00,1.86,70,Snow,light snow,2015-10-11 20:00:00,683
None,279.06,2.70,0.00,90,Rain,moderate rain,2015-10-11 21:00:00,1306
None,283.29,0.00,0.00,19,Clear,sky is clear,2015-10-11 22:00:00,837
None,277.66,0.00,0.00,0,Clear,sky is clear,2015-10-11 23:00:00,976
None,275.52,0.00,0.00,20,Clear,sky is clear,2015-10-12 00:00:00,517
None,277.52,7.09,0.00,96,Rain,light rain,2015-10-12 01:00:00,757
None,278.82,0.00,0.00,12,Clear,sky is clear,2015-10-12 02:00:00,837
None,279.06,0.00,0.00,19,Clear,sky is clear,2015-10-12 03:00:00,1057
None,274.66,0.00,0.00,10,Clear,sky is clear,2015-10-12 04:00:00,616
None,277.92,0.00,0.00,2,Clear,sky is clear,2015-10-12 05:00:00,1532
None,275.49,0.00,0.00,68,Clouds,scattered clouds,2015-10-12 06:00:00,2355
None,279.83,0.00,0.00,6,Clear,sky is clear,2015-10-12 07:00:00,3523
None,276.70,0.00,0.00,12,Clear,sky is clear,2015-10-12 08:00:00,2871
None,280.50,0.00,0.00,95,Clouds,scattered clouds,2015-10-12 09:00:00,2819
None,280.76,0.00,3.97,52,Snow,light snow,2015-10-12 10:00:00,1280
None,281.42,0.00,0.00,5,Clear,sky is clear,2015-10-12 11:00:00,2251
None,285.46,0.00,0.00,61,Clouds,scattered clouds,2015-10-12 12:00:00,2994
None,281.84,0.00,0.00,75,Clouds,broken clouds,2015-10-12 13:00:00,3088
None,287.78,0.00,0.00,49,Clouds,broken clouds,2015-10-12 14:00:00,3949
None,284.23,0.00,0.00,2,Clear,sky is clear,2015-10-12 15:00:00,3834
None,287.01,0.00,3.51,84,Snow,light snow,2015-10-12 16:00:00,3401
None,285.45,6.12,0.00,64,Rain,moderate rain,2015-10-12 17:00:00,3444
None,280.82,0.00,0.00,49,Clouds,scattered clouds,2015-10-12 18:00:00,3706
None,286.90,0.00,0.00,2,Clear,sky is clear,2015-10-12 19:00:00,2293
None,283.27,0.00,0.00,42,Clouds,broken clouds,2015-10-12 20:00:00,2072
None,280.48,0.00,4.47,65,Snow,light snow,2015-10-12 21:00:00,718
None,275.89,0.00,0.00,15,Clear,sky is clear,2015-10-12 22:00:00,910
None,278.03,0.00,0.00,7,Clear,sky is clear,2015-10-12 23:00:00,610
None,276.35,0.00,0.00,4,Clear,sky is clear,2015-10-13 00:00:00,820
None,276.89,0.00,0.00,10,Clear,sky is clear,2015-10-13 01:00:00,1013
None,275.29,0.00,0.00,2,Clear,sky is clear,2015-10-13 02:00:00,690
None,278.21,0.00,0.00,89,Clouds,scattered clouds,2015-10-13 03:00:00,949
None,278.39,0.00,0.00,12,Clear,sky is clear,2015-10-13 04:00:00,797
None,277.28,0.00,0.00,14,Clear,sky is clear,2015-10-13 05:00:00,1608
None,276.44,0.00,0.49,99,Snow,light snow,2015-10-13 06:00:00,2157
None,274.60,0.00,0.00,64,Clouds,broken clouds,2015-10-13 07:00:00,3679
None,278.10,0.00,0.00,19,Clear,sky is clear,2015-10-13 08:00:00,3078
None,282.31,0.00,0.00,81,Fog,fog,2015-10-13 09:00:00,2715
None,282.51,0.00,0.00,66,Clouds,scattered clouds,2015-10-13 10:00:00,2574
None,285.38,0.00,0.00,0,Clear,sky is clear,2015-10-13 11:00:00,2917
None,282.71,0.00,0.00,94,Clouds,broken clouds,2015-10-13 12:00:00,2899
None,286.18,5.98,0.00,92,Rain,light rain,2015-10-13 13:00:00,2797
None,283.76,0.00,0.00,20,Clear,sky is clear,2015-10-13 14:00:00,3484
None,287.45,0.00,0.00,72,Clouds,scattered clouds,2015-10-13 15:00:00,3582
None,283.53,0.00,0.00,100,Clouds,scattered clouds,2015-10-13 16:00:00,4086
None,282.39,0.00,0.00,59,Clouds,scattered clouds,2015-10-13 17:00:00,4847
None,285.66,0.00,0.00,7,Clear,sky is clear,2015-10-13 18:00:00,3523
None,282.86,0.00,0.00,12,Clear,sky is clear,2015-10-13 19:00:00,2651
None,278.36,4.84,0.00,80,Rain,light rain,2015-10-13 20:00:00,1294
None,282.41,0.94,0.00,84,Rain,moderate rain,2015-10-13 21:00:00,576
None,284.68,0.00,0.00,3,Clear,sky is clear,2015-10-13 22:00:00,1028
None,280.82,0.00,0.00,65,Mist,mist,2015-10-13 23:00:00,460
None,276.14,0.00,0.00,60,Clouds,broken clouds,2015-10-14 00:00:00,1225
None,279.88,2.27,0.00,91,Rain,moderate rain,2015-10-14 01:00:00,511
None,275.15,0.00,0.00,14,Clear,sky is clear,2015-10-14 02:00:00,509
None,277.17,2.68,0.00,98,Rain,moderate rain,2015-10-14 03:00:00,576
None,274.74,0.00,0.00,0,Clear,sky is clear,2015-10-14 04:00:00,1299
None,275.49,0.00,0.00,17,Clear,sky is clear,2015-10-14 05:00:00,2163
None,277.35,0.00,0.00,15,Clear,sky is clear,2015-10-14 06:00:00,2995
None,281.20,0.00,0.00,17,Clear,sky is clear,2015-10-14 07:00:00,3364
None,281.55,7.40,0.00,99,Rain,moderate rain,2015-10-14 08:00:00,2824
None,282.99,0.00,0.00,18,Clear,sky is clear,2015-10-14 09:00:00,2561
None,280.35,0.00,0.00,9,Clear,sky is clear,2015-10-14 10:00:00,2333
None,284.75,0.00,0.00,15,Clear,sky is clear,2015-10-14 11:00:00,2243
None,285.60,5.43,0.00,87,Rain,light rain,2015-10-14 12:00:00,2726
None,281.91,0.00,0.00,20,Clear,sky is clear,2015-10-14 13:00:00,3206
None,287.12,0.00,0.00,70,Clouds,scattered clouds,2015-10-14 14:00:00,3556
None,285.43,0.00,0.00,88,Clouds,broken clouds,2015-10-14 15:00:00,3829
None,285.30,0.00,0.00,61,Clouds,scattered clouds,2015-10-14 16:00:00,4195
None,283.52,0.00,0.00,17,Clear,sky is clear,2015-10-14 17:00:00,4403
None,284.29,0.00,0.00,70,Clouds,broken clouds,2015-10-14 18:00:00,3830
None,284.78,0.00,0.00,3,Clear,sky is clear,2015-10-14 19:00:00,2786
None,284.07,0.00,0.00,14,Clear,sky is clear,2015-10-14 20:00:00,1178
None,280.23,0.00,0.00,74,Clouds,broken clouds,2015-10-14 21:00:00,1528
None,276.95,0.00,0.00,20,Clear,sky is clear,2015-10-14 22:00:00,733
None,281.40,0.00,4.49,66,Snow,heavy snow,2015-10-14 23:00:00,622
None,276.61,0.00,0.00,17,Clear,sky is clear,2015-10-15 00:00:00,728
None,276.61,4.14,0.00,83,Rain,light rain,2015-10-15 01:00:00,742
None,277.58,0.00,0.00,18,Clear,sky is clear,2015-10-15 02:00:00,828
None,277.38,0.00,0.00,18,Clear,sky is clear,2015-10-15 03:00:00,1059
None,276.81,0.00,0.00,17,Clear,sky is clear,2015-10-15 04:00:00,819
None,273.34,0.00,0.96,52,Snow,light snow,2015-10-15 05:00:00,951
None,281.12,0.00,0.00,89,Clouds,scattered clouds,2015-10-15 06:00:00,2942
None,277.46,0.00,0.00,57,Clouds,broken clouds,2015-10-15 07:00:00,3957
None,278.49,6.73,0.00,70,Rain,moderate rain,2015-10-15 08:00:00,2967
None,279.05,0.00,0.00,11,Clear,sky is clear,2015-10-15 09:00:00,2751
None,285.42,0.00,0.00,63,Mist,mist,2015-10-15 10:00:00,2572
None,281.58,0.00,0.00,92,Clouds,broken clouds,2015-10-15 11:00:00,2957
None,288.01,0.00,0.00,9,Clear,sky is clear,2015-10-15 12:00:00,2949
None,285.94,6.55,0.00,94,Rain,light rain,2015-10-15 13:00:00,2520
None,286.11,0.00,0.00,93,Clouds,scattered clouds,2015-10-15 14:00:00,3598
None,285.88,0.00,0.00,83,Clouds,scattered clouds,2015-10-15 15:00:00,3898
None,284.38,0.00,0.00,2,Clear,sky is clear,2015-10-15 16:00:00,4493
None,287.30,0.00,0.00,16,Clear,sky is clear,2015-10-15 17:00:00,4549
None,283.91,0.00,0.00,86,Clouds,scattered clouds,2015-10-15 18:00:00,3365
None,278.99,0.40,0.00,69,Rain,light rain,2015-10-15 19:00:00,2265
None,281.23,0.00,0.00,17,Clear,sky is clear,2015-10-15 20:00:00,1585
None,280.35,0.00,0.00,66,Clouds,scattered clouds,2015-10-15 21:00:00,492
None,277.50,0.00,0.00,15,Clear,sky is clear,2015-10-15 22:00:00,800
None,279.54,0.00,0.00,9,Clear,sky is clear,2015-10-15 23:00:00,1030
None,278.28,0.00,0.00,12,Clear,sky is clear,2015-10-16 00:00:00,759
None,275.75,0.00,0.00,66,Clouds,scattered clouds,2015-10-16 01:00:00,877
None,279.27,0.00,0.00,11,Clear,sky is clear,2015-10-16 02:00:00,345
None,276.59,2.79,0.00,67,Rain,light rain,2015-10-16 03:00:00,566
None,273.49,0.00,0.00,13,Clear,sky is clear,2015-10-16 04:00:00,1074
None,279.59,0.00,0.00,63,Clouds,scattered clouds,2015-10-16 05:00:00,1842
None,281.66,0.00,0.00,71,Clouds,scattered clouds,2015-10-16 06:00:00,2979
None,279.85,0.00,0.00,10,Clear,sky is clear,2015-10-16 07:00:00,3701
None,283.08,0.00,0.00,52,Fog,fog,2015-10-16 08:00:00,3089
None,283.89,0.00,0.00,17,Clear,sky is clear,2015-10-16 09:00:00,2446
None,278.56,0.00,0.00,5,Clear,sky is clear,2015-10-16 10:00:00,2612
None,283.70,0.80,0.00,66,Rain,light rain,2015-10-16 11:00:00,2369
None,287.58,0.00,0.00,16,Clear,sky is clear,2015-10-16 12:00:00,2852
None,286.08,0.00,0.00,86,Fog,fog,2015-10-16 13:00:00,2709
None,285.57,0.00,0.00,3,Clear,sky is clear,2015-10-16 14:00:00,3232
None,285.79,0.26,0.00,92,Rain,moderate rain,2015-10-16 15:00:00,2945
None,285.92,0.00,0.00,17,Clear,sky is clear,2015-10-16 16:00:00,4395
None,285.90,0.00,0.00,7,Clear,sky is clear,2015-10-16 17:00:00,4613
None,281.97,0.00,0.00,8,Clear,sky is clear,2015-10-16 18:00:00,3561
None,283.80,0.00,0.00,9,Clear,sky is clear,2015-10-16 19:00:00,2641
None,283.38,0.34,0.00,63,Rain,moderate rain,2015-10-16 20:00:00,1233
None,281.10,0.00,0.00,19,Clear,sky is clear,2015-10-16 21:00:00,1092
None,278.19,0.00,0.00,15,Clear,sky is clear,2015-10-16 22:00:00,1205
None,278.56,0.00,0.00,15,Clear,sky is clear,2015-10-16 23:00:00,693
None,279.23,0.87,0.00,80,Rain,moderate rain,2015-10-17 00:00:00,429
None,273.35,0.00,0.00,13,Clear,sky is clear,2015-10-17 01:00:00,784
None,276.96,1.56,0.00,75,Rain,moderate rain,2015-10-17 02:00:00,927
None,274.45,0.00,0.00,79,Clouds,scattered clouds,2015-10-17 03:00:00,517
None,277.16,0.00,0.00,14,Clear,sky is clear,2015-10-17 04:00:00,921
None,275.53,1.23,0.00,70,Rain,moderate rain,2015-10-17 05:00:00,968
None,278.37,0.00,0.00,62,Haze,haze,2015-10-17 06:00:00,1107
None,280.01,0.00,0.00,16,Clear,sky is clear,2015-10-17 07:00:00,779
None,281.58,0.00,0.00,6,Clear,sky is clear,2015-10-17 08:00:00,1224
None,279.62,0.00,0.00,63,Clouds,scattered clouds,2015-10-17 09:00:00,1625
None,282.24,0.00,0.00,15,Clear,sky is clear,2015-10-17 10:00:00,2259
None,286.04,0.00,2.51,50,Snow,heavy snow,2015-10-17 11:00:00,1356
None,285.94,0.00,0.00,65,Clouds,scattered clouds,2015-10-17 12:00:00,2496
None,283.22,0.00,0.00,46,Clouds,scattered clouds,2015-10-17 13:00:00,2525
None,287.65,0.00,0.00,1,Clear,sky is clear,2015-10-17 14:00:00,2480
None,285.29,0.00,0.00,8,Clear,sky is clear,2015-10-17 15:00:00,2359
None,285.98,0.00,0.00,61,Clouds,scattered clouds,2015-10-17 16:00:00,1872
None,288.51,0.00,0.00,0,Clear,sky is clear,2015-10-17 17:00:00,1987
None,281.93,0.00,0.00,10,Clear,sky is clear,2015-10-17 18:00:00,1568
None,279.05,0.00,0.64,56,Snow,light snow,2015-10-17 19:00:00,924
None,277.42,0.00,0.00,54,Clouds,scattered clouds,2015-10-17 20:00:00,1079
None,277.85,0.00,0.00,20,Clear,sky is clear,2015-10-17 21:00:00,801
None,279.19,0.00,0.00,3,Clear,sky is clear,2015-10-17 22:00:00,574
None,275.90,0.00,0.00,100,Clouds,scattered clouds,2015-10-17 23:00:00,365
None,278.86,0.00,0.00,10,Clear,sky is clear,2015-10-18 00:00:00,978
None,278.79,0.00,0.00,86,Clouds,scattered clouds,2015-10-18 01:00:00,686
None,277.64,0.00,0.00,85,Clouds,scattered clouds,2015-10-18 02:00:00,604
None,277.59,0.00,0.00,17,Clear,sky is clear,2015-10-18 03:00:00,798
None,277.13,0.00,0.13,63,Snow,heavy snow,2015-10-18 04:00:00,1023
None,276.53,0.00,0.00,92,Clouds,scattered clouds,2015-10-18 05:00:00,1188
None,278.16,0.00,0.00,71,Clouds,scattered clouds,2015-10-18 06:00:00,1092
None,279.86,0.00,0.00,20,Clear,sky is clear,2015-10-18 07:00:00,1975
None,277.88,0.00,0.00,3,Clear,sky is clear,2015-10-18 08:00:00,1322
None,280.57,0.00,0.00,55,Mist,mist,2015-10-18 09:00:00,1531
None,282.66,0.00,0.00,76,Clouds,broken clouds,2015-10-18 10:00:00,1948
None,283.70,0.00,0.00,46,Mist,mist,2015-10-18 11:00:00,2024
None,285.25,0.00,0.00,79,Clouds,scattered clouds,2015-10-18 12:00:00,2238
None,283.20,3.00,0.00,67,Rain,light rain,2015-10-18 13:00:00,1827
None,282.42,0.00,0.00,64,Clouds,scattered clouds,2015-10-18 14:00:00,2506
None,283.26,0.00,0.00,6,Clear,sky is clear,2015-10-18 15:00:00,2673
None,283.34,0.00,0.00,84,Clouds,broken clouds,2015-10-18 16:00:00,2392
None,285.38,0.00,0.00,18,Clear,sky is clear,2015-10-18 17:00:00,1671
None,281.20,0.00,0.00,71,Clouds,scattered clouds,2015-10-18 18:00:00,1875
None,285.87,0.00,0.27,76,Snow,light snow,2015-10-18 19:00:00,775
None,283.05,0.00,0.00,80,Clouds,scattered clouds,2015-10-18 20:00:00,850
None,277.76,0.00,0.00,64,Clouds,scattered clouds,2015-10-18 21:00:00,1138
None,279.98,0.00,0.00,0,Clear,sky is clear,2015-10-18 22:00:00,971
None,278.65,0.00,0.00,72,Haze,haze,2015-10-18 23:00:00,427
None,278.23,0.00,0.00,57,Clouds,scattered clouds,2015-10-19 00:00:00,746
None,277.91,0.00,0.00,3,Clear,sky is clear,2015-10-19 01:00:00,731
None,279.99,0.00,0.00,20,Clear,sky is clear,2015-10-19 02:00:00,1052
None,276.62,0.00,0.00,18,Clear,sky is clear,2015-10-19 03:00:00,984
None,278.75,4.72,0.00,83,Rain,light rain,2015-10-19 04:00:00,1378
None,277.89,0.00,0.00,80,Clouds,scattered clouds,2015-10-19 05:00:00,1523
None,276.86,0.00,0.00,74,Clouds,scattered clouds,2015-10-19 06:00:00,2954
None,276.88,0.00,0.00,7,Clear,sky is clear,2015-10-19 07:00:00,3270
None,279.56,0.00,0.00,6,Clear,sky is clear,2015-10-19 08:00:00,3661
None,279.78,0.00,0.00,53,Haze,haze,2015-10-19 09:00:00,2647
None,283.40,0.00,0.00,9,Clear,sky is clear,2015-10-19 10:00:00,2371
None,284.96,0.00,0.00,5,Clear,sky is clear,2015-10-19 11:00:00,2931
None,281.48,0.00,3.33,87,Snow,light snow,2015-10-19 12:00:00,2296
None,280.18,0.00,0.00,19,Clear,sky is clear,2015-10-19 13:00:00,3178
None,284.57,0.00,0.00,18,Clear,sky is clear,2015-10-19 14:00:00,3374
None,285.12,0.00,0.00,49,Mist,mist,2015-10-19 15:00:00,3715
None,285.58,6.84,0.00,100,Rain,light rain,2015-10-19 16:00:00,3618
None,287.73,0.00,0.00,3,Clear,sky is clear,2015-10-19 17:00:00,4464
None,288.38,0.00,0.00,99,Clouds,scattered clouds,2015-10-19 18:00:00,3865
None,279.26,0.00,0.00,10,Clear,sky is clear,2015-10-19 19:00:00,2584
None,280.13,0.00,4.53,76,Snow,heavy snow,2015-10-19 20:00:00,1099
None,279.26,0.00,0.00,8,Clear,sky is clear,2015-10-19 21:00:00,1306
None,279.75,0.00,0.00,14,Clear,sky is clear,2015-10-19 22:00:00,960
None,279.36,0.00,0.00,50,Clouds,broken clouds,2015-10-19 23:00:00,841
None,274.94,0.00,0.00,14,Clear,sky is clear,2015-10-20 00:00:00,722
None,277.97,0.00,0.00,79,Clouds,scattered clouds,2015-10-20 01:00:00,1076
None,278.88,0.00,0.00,17,Clear,sky is clear,2015-10-20 02:00:00,628
None,276.15,3.20,0.00,85,Rain,light rain,2015-10-20 03:00:00,864
None,276.07,0.00,0.00,96,Clouds,scattered clouds,2015-10-20 04:00:00,1164
None,276.81,0.00,0.00,15,Clear,sky is clear,2015-10-20 05:00:00,1368
None,276.69,0.00,0.00,85,Mist,mist,2015-10-20 06:00:00,2478
None,279.21,6.65,0.00,81,Rain,light rain,2015-10-20 07:00:00,3381
None,280.64,0.00,0.00,93,Clouds,broken clouds,2015-10-20 08:00:00,3315
None,279.31,0.00,0.00,12,Clear,sky is clear,2015-10-20 09:00:00,2744
None,282.80,7.22,0.00,94,Rain,light rain,2015-10-20 10:00:00,2146
None,283.42,0.00,0.00,18,Clear,sky is clear,2015-10-20 11:00:00,2670
None,282.97,0.00,0.00,33,Haze,haze,2015-10-20 12:00:00,2478
None,285.73,0.00,0.00,11,Clear,sky is clear,2015-10-20 13:00:00,3284
None,285.41,0.00,0.00,0,Clear,sky is clear,2015-10-20 14:00:00,3690
None,286.11,0.00,0.00,16,Clear,sky is clear,2015-10-20 15:00:00,3867
None,286.05,0.00,0.00,72,Haze,haze,2015-10-20 16:00:00,4410
None,286.03,0.00,0.00,76,Clouds,scattered clouds,2015-10-20 17:00:00,4459
None,283.82,0.00,0.00,15,Clear,sky is clear,2015-10-20 18:00:00,3493
None,279.26,0.00,0.00,57,Clouds,scattered clouds,2015-10-20 19:00:00,2049
None,282.66,0.00,0.00,87,Clouds,scattered clouds,2015-10-20 20:00:00,1892
None,281.53,0.00,0.00,7,Clear,sky is clear,2015-10-20 21:00:00,1403
None,276.74,0.00,0.00,9,Clear,sky is clear,2015-10-20 22:00:00,1218
None,279.10,0.00,0.00,18,Clear,sky is clear,2015-10-20 23:00:00,740
None,281.02,0.00,0.00,83,Clouds,broken clouds,2015-10-21 00:00:00,851
None,280.33,0.00,0.00,50,Clouds,broken clouds,2015-10-21 01:00:00,986
None,280.21,0.00,0.00,11,Clear,sky is clear,2015-10-21 02:00:00,614
None,279.88,0.00,0.00,10,Clear,sky is clear,2015-10-21 03:00:00,731
None,275.44,0.20,0.00,84,Rain,light rain,2015-10-21 04:00:00,831
None,276.54,0.00,0.00,10,Clear,sky is clear,2015-10-21 05:00:00,1858
None,278.19,0.00,0.00,44,Clouds,scattered clouds,2015-10-21 06:00:00,2930
None,277.71,0.00,0.00,96,Clouds,scattered clouds,2015-10-21 07:00:00,3819
None,279.82,0.00,1.59,93,Snow,light snow,2015-10-21 08:00:00,1903
None,282.30,1.21,0.00,95,Rain,light rain,2015-10-21 09:00:00,2497
None,280.54,0.00,1.92,50,Snow,light snow,2015-10-21 10:00:00,1677
None,283.06,0.00,0.00,81,Clouds,scattered clouds,2015-10-21 11:00:00,2988
None,283.10,0.00,0.00,14,Clear,sky is clear,2015-10-21 12:00:00,2912
None,282.75,0.00,0.00,14,Clear,sky is clear,2015-10-21 13:00:00,3054
None,287.48,0.00,0.00,96,Clouds,broken clouds,2015-10-21 14:00:00,3099
None,286.10,0.00,0.00,10,Clear,sky is clear,2015-10-21 15:00:00,3957
None,284.41,0.00,0.00,3,Clear,sky is clear,2015-10-21 16:00:00,4386
None,283.71,0.00,0.00,14,Clear,sky is clear,2015-10-21 17:00:00,3987
None,281.48,0.00,0.00,17,Clear,sky is clear,2015-10-21 18:00:00,3596
None,285.43,0.00,0.00,3,Clear,sky is clear,2015-10-21 19:00:00,2741
None,284.47,0.00,0.00,61,Clouds,scattered clouds,2015-10-21 20:00:00,1746
None,284.02,0.00,0.00,8,Clear,sky is clear,2015-10-21 21:00:00,1152
None,280.80,0.00,0.00,16,Clear,sky is clear,2015-10-21 22:00:00,898
None,278.01,0.00,0.00,44,Mist,mist,2015-10-21 23:00:00,264
None,277.64,0.00,0.00,74,Clouds,broken clouds,2015-10-22 00:00:00,543
None,282.60,0.00,0.00,5,Clear,sky is clear,2015-10-22 01:00:00,1335
None,276.50,0.00,0.00,70,Clouds,scattered clouds,2015-10-22 02:00:00,543
None,278.42,0.00,0.00,76,Mist,mist,2015-10-22 03:00:00,907
None,279.23,0.00,0.00,94,Clouds,scattered clouds,2015-10-22 04:00:00,804
None,282.33,0.25,0.00,76,Rain,light rain,2015-10-22 05:00:00,1422
None,275.45,0.00,0.00,1,Clear,sky is clear,2015-10-22 06:00:00,3321
None,277.79,0.00,0.00,69,Clouds,scattered clouds,2015-10-22 07:00:00,3412
None,282.38,0.00,0.00,63,Clouds,scattered clouds,2015-10-22 08:00:00,3365
None,281.00,0.00,0.00,14,Clear,sky is clear,2015-10-22 09:00:00,2550
None,280.71,0.00,4.33,61,Snow,light snow,2015-10-22 10:00:00,2093
None,286.20,0.00,0.00,14,Clear,sky is clear,2015-10-22 11:00:00,2705
None,284.42,0.00,0.00,80,Clouds,scattered clouds,2015-10-22 12:00:00,3054
None,287.84,0.00,0.00,71,Clouds,scattered clouds,2015-10-22 13:00:00,2654
None,284.99,0.00,0.00,5,Clear,sky is clear,2015-10-22 14:00:00,2981
None,285.29,0.00,0.00,14,Clear,sky is clear,2015-10-22 15:00:00,3912
None,285.53,6.36,0.00,75,Rain,light rain,2015-10-22 16:00:00,3753
None,280.75,2.92,0.00,98,Rain,moderate rain,2015-10-22 17:00:00,3417
None,280.67,0.00,0.00,100,Clouds,scattered clouds,2015-10-22 18:00:00,3750
None,283.49,0.00,0.00,42,Clouds,broken clouds,2015-10-22 19:00:00,2587
None,280.54,0.00,0.00,11,Clear,sky is clear,2015-10-22 20:00:00,1670
None,275.81,0.00,0.00,12,Clear,sky is clear,2015-10-22 21:00:00,1358
None,283.28,0.00,0.00,70,Clouds,scattered clouds,2015-10-22 22:00:00,1136
None,278.03,0.00,0.00,73,Clouds,scattered clouds,2015-10-22 23:00:00,748
None,277.59,0.00,0.00,66,Clouds,scattered clouds,2015-10-23 00:00:00,1174
None,278.10,0.00,0.00,40,Clouds,broken clouds,2015-10-23 01:00:00,882
None,273.70,2.52,0.00,68,Rain,light rain,2015-10-23 02:00:00,459
None,278.03,0.00,0.00,11,Clear,sky is clear,2015-10-23 03:00:00,720
None,275.24,0.00,0.00,9,Clear,sky is clear,2015-10-23 04:00:00,1047
None,279.94,0.00,0.00,44,Fog,fog,2015-10-23 05:00:00,1568
None,277.63,0.00,0.00,0,Clear,sky is clear,2015-10-23 06:00:00,2775
None,277.87,0.00,0.22,61,Snow,light snow,2015-10-23 07:00:00,2262
None,281.09,0.00,0.00,65,Mist,mist,2015-10-23 08:00:00,3146
None,283.84,0.00,0.00,7,Clear,sky is clear,2015-10-23 09:00:00,2695
None,281.32,0.00,0.00,50,Clouds,broken clouds,2015-10-23 10:00:00,2385
None,285.27,0.00,0.00,52,Clouds,scattered clouds,2015-10-23 11:00:00,2858
None,282.96,0.00,0.00,97,Clouds,scattered clouds,2015-10-23 12:00:00,2844
None,282.03,0.00,2.12,82,Snow,light snow,2015-10-23 13:00:00,1665
None,282.63,0.00,0.00,9,Clear,sky is clear,2015-10-23 14:00:00,3487
None,283.85,0.00,0.00,79,Clouds,scattered clouds,2015-10-23 15:00:00,3835
None,283.48,0.00,0.00,48,Clouds,scattered clouds,2015-10-23 16:00:00,4284
None,282.94,0.00,0.00,78,Clouds,scattered clouds,2015-10-23 17:00:00,4396
None,283.26,2.47,0.00,82,Rain,light rain,2015-10-23 18:00:00,3029
None,287.60,0.00,0.00,14,Clear,sky is clear,2015-10-23 19:00:00,2645
None,283.31,0.00,0.00,53,Mist,mist,2015-10-23 20:00:00,1500
None,277.31,0.00,0.00,1,Clear,sky is clear,2015-10-23 21:00:00,1302
None,281.63,0.00,1.02,74,Snow,light snow,2015-10-23 22:00:00,785
None,279.10,0.00,0.00,12,Clear,sky is clear,2015-10-23 23:00:00,793
None,276.71,0.00,0.00,8,Clear,sky is clear,2015-10-24 00:00:00,921
None,280.49,0.00,0.00,11,Clear,sky is clear,2015-10-24 01:00:00,836
